DT_DAY;TX_PROV_DESCR_NL
06-Sep-16;Provincie West-Vlaanderen
19-Oct-16;Provincie West-Vlaanderen
23-Nov-16;Provincie West-Vlaanderen
10-Jul-16;Provincie West-Vlaanderen
26-Oct-16;Provincie West-Vlaanderen
25-Oct-16;Provincie West-Vlaanderen
13-Aug-16;Provincie West-Vlaanderen
30-Dec-16;Provincie West-Vlaanderen
20-Oct-16;Provincie West-Vlaanderen
18-Oct-16;Provincie West-Vlaanderen
09-Jul-16;Provincie West-Vlaanderen
06-Oct-16;Provincie West-Vlaanderen
14-Oct-16;Provincie West-Vlaanderen
29-Aug-16;Provincie West-Vlaanderen
11-Sep-16;Provincie West-Vlaanderen
06-Nov-16;Provincie West-Vlaanderen
03-Aug-16;Provincie West-Vlaanderen
02-Nov-16;Provincie West-Vlaanderen
28-Aug-16;Provincie West-Vlaanderen
11-Oct-16;Provincie West-Vlaanderen
15-Sep-16;Provincie West-Vlaanderen
05-Oct-16;Provincie West-Vlaanderen
19-Nov-16;Provincie West-Vlaanderen
03-Oct-16;Provincie West-Vlaanderen
05-Jul-16;Provincie West-Vlaanderen
02-Oct-16;Provincie West-Vlaanderen
24-Aug-16;Provincie West-Vlaanderen
30-Jul-16;Provincie West-Vlaanderen
18-Nov-16;Provincie West-Vlaanderen
30-Sep-16;Provincie West-Vlaanderen
30-Jul-16;Provincie West-Vlaanderen
14-Jul-16;Provincie West-Vlaanderen
28-Sep-16;Provincie West-Vlaanderen
28-Sep-16;Provincie West-Vlaanderen
18-Nov-16;Provincie West-Vlaanderen
26-Sep-16;Provincie West-Vlaanderen
08-Nov-16;Provincie West-Vlaanderen
23-Sep-16;Provincie West-Vlaanderen
23-Sep-16;Provincie West-Vlaanderen
07-Dec-16;Provincie West-Vlaanderen
20-Sep-16;Provincie West-Vlaanderen
19-Sep-16;Provincie West-Vlaanderen
25-Nov-16;Provincie West-Vlaanderen
06-Oct-16;Provincie West-Vlaanderen
06-Nov-16;Provincie West-Vlaanderen
09-Jul-16;Provincie West-Vlaanderen
10-Sep-16;Provincie West-Vlaanderen
03-Oct-16;Provincie West-Vlaanderen
28-Oct-16;Provincie West-Vlaanderen
09-Nov-16;Provincie West-Vlaanderen
04-Aug-16;Provincie West-Vlaanderen
01-Sep-16;Provincie West-Vlaanderen
30-Aug-16;Provincie West-Vlaanderen
09-Nov-16;Provincie West-Vlaanderen
06-Oct-16;Provincie West-Vlaanderen
01-Oct-16;Provincie West-Vlaanderen
29-Jul-16;Provincie West-Vlaanderen
27-Sep-16;Provincie West-Vlaanderen
21-Aug-16;Provincie West-Vlaanderen
09-Jul-16;Provincie West-Vlaanderen
16-Dec-16;Provincie West-Vlaanderen
31-Aug-16;Provincie West-Vlaanderen
16-Sep-16;Provincie West-Vlaanderen
24-Sep-16;Provincie West-Vlaanderen
08-Dec-16;Provincie West-Vlaanderen
07-Dec-16;Provincie West-Vlaanderen
08-Dec-16;Provincie West-Vlaanderen
04-Dec-16;Provincie West-Vlaanderen
19-Nov-16;Provincie West-Vlaanderen
01-Dec-16;Provincie West-Vlaanderen
20-Sep-16;Provincie West-Vlaanderen
06-Jul-16;Provincie West-Vlaanderen
16-Aug-16;Provincie West-Vlaanderen
27-Nov-16;Provincie West-Vlaanderen
17-Jan-16;Provincie West-Vlaanderen
11-Jun-16;Provincie West-Vlaanderen
17-Jan-16;Provincie West-Vlaanderen
24-Mar-16;Provincie West-Vlaanderen
24-May-16;Provincie West-Vlaanderen
11-May-16;Provincie West-Vlaanderen
22-May-16;Provincie West-Vlaanderen
03-May-16;Provincie West-Vlaanderen
15-Apr-16;Provincie West-Vlaanderen
28-Jan-16;Provincie West-Vlaanderen
13-Apr-16;Provincie West-Vlaanderen
12-Apr-16;Provincie West-Vlaanderen
07-Apr-16;Provincie West-Vlaanderen
23-Mar-16;Provincie West-Vlaanderen
08-Jun-16;Provincie West-Vlaanderen
05-Jan-16;Provincie West-Vlaanderen
15-Mar-16;Provincie West-Vlaanderen
07-Mar-16;Provincie West-Vlaanderen
02-Feb-16;Provincie West-Vlaanderen
23-Feb-16;Provincie West-Vlaanderen
21-Feb-16;Provincie West-Vlaanderen
16-Feb-16;Provincie West-Vlaanderen
14-Feb-16;Provincie West-Vlaanderen
17-May-16;Provincie West-Vlaanderen
08-Feb-16;Provincie West-Vlaanderen
23-May-16;Provincie West-Vlaanderen
29-Jan-16;Provincie West-Vlaanderen
20-Jun-16;Provincie West-Vlaanderen
31-Mar-16;Provincie West-Vlaanderen
13-Jan-16;Provincie West-Vlaanderen
26-May-16;Provincie West-Vlaanderen
22-May-16;Provincie West-Vlaanderen
20-Jun-16;Provincie West-Vlaanderen
04-Jan-16;Provincie West-Vlaanderen
28-Apr-16;Provincie West-Vlaanderen
13-Apr-16;Provincie West-Vlaanderen
11-Apr-16;Provincie West-Vlaanderen
08-Apr-16;Provincie West-Vlaanderen
01-Apr-16;Provincie West-Vlaanderen
23-Mar-16;Provincie West-Vlaanderen
20-Mar-16;Provincie West-Vlaanderen
18-Mar-16;Provincie West-Vlaanderen
11-Mar-16;Provincie West-Vlaanderen
28-Jun-16;Provincie West-Vlaanderen
03-Mar-16;Provincie West-Vlaanderen
02-Mar-16;Provincie West-Vlaanderen
19-Feb-16;Provincie West-Vlaanderen
11-Jun-16;Provincie West-Vlaanderen
18-Feb-16;Provincie West-Vlaanderen
03-Aug-16;Provincie West-Vlaanderen
08-Nov-16;Provincie West-Vlaanderen
06-Jul-16;Provincie West-Vlaanderen
07-Aug-16;Provincie West-Vlaanderen
28-Oct-16;Provincie West-Vlaanderen
02-Sep-16;Provincie West-Vlaanderen
07-Nov-16;Provincie West-Vlaanderen
07-Nov-16;Provincie West-Vlaanderen
22-Jul-16;Provincie West-Vlaanderen
30-Oct-16;Provincie West-Vlaanderen
21-Jul-16;Provincie West-Vlaanderen
15-Aug-16;Provincie West-Vlaanderen
21-Oct-16;Provincie West-Vlaanderen
26-Aug-16;Provincie West-Vlaanderen
08-Sep-16;Provincie West-Vlaanderen
17-Oct-16;Provincie West-Vlaanderen
15-Jul-16;Provincie West-Vlaanderen
24-Jul-16;Provincie West-Vlaanderen
30-Aug-16;Provincie West-Vlaanderen
16-Nov-16;Provincie West-Vlaanderen
25-Jul-16;Provincie West-Vlaanderen
05-Sep-16;Provincie West-Vlaanderen
17-Sep-16;Provincie West-Vlaanderen
26-Aug-16;Provincie West-Vlaanderen
07-Oct-16;Provincie West-Vlaanderen
11-Jul-16;Provincie West-Vlaanderen
25-Aug-16;Provincie West-Vlaanderen
01-Oct-16;Provincie West-Vlaanderen
27-Jul-16;Provincie West-Vlaanderen
29-Jul-16;Provincie West-Vlaanderen
29-Jul-16;Provincie West-Vlaanderen
13-Sep-16;Provincie West-Vlaanderen
17-Aug-16;Provincie West-Vlaanderen
23-Nov-16;Provincie West-Vlaanderen
03-Dec-16;Provincie West-Vlaanderen
02-Dec-16;Provincie West-Vlaanderen
19-Sep-16;Provincie West-Vlaanderen
17-Sep-16;Provincie West-Vlaanderen
17-Sep-16;Provincie West-Vlaanderen
04-Sep-16;Provincie West-Vlaanderen
21-Nov-16;Provincie West-Vlaanderen
30-Oct-16;Provincie West-Vlaanderen
08-Nov-16;Provincie West-Vlaanderen
30-Sep-16;Provincie West-Vlaanderen
09-Jul-16;Provincie West-Vlaanderen
24-Sep-16;Provincie West-Vlaanderen
28-Sep-16;Provincie West-Vlaanderen
20-Jul-16;Provincie West-Vlaanderen
01-Sep-16;Provincie West-Vlaanderen
07-Nov-16;Provincie West-Vlaanderen
14-Oct-16;Provincie West-Vlaanderen
27-Aug-16;Provincie West-Vlaanderen
20-Jul-16;Provincie West-Vlaanderen
28-Oct-16;Provincie West-Vlaanderen
28-Dec-16;Provincie West-Vlaanderen
23-Dec-16;Provincie West-Vlaanderen
29-Sep-16;Provincie West-Vlaanderen
22-Aug-16;Provincie West-Vlaanderen
28-Sep-16;Provincie West-Vlaanderen
18-Dec-16;Provincie West-Vlaanderen
10-Sep-16;Provincie West-Vlaanderen
06-Dec-16;Provincie West-Vlaanderen
16-Jul-16;Provincie West-Vlaanderen
07-Aug-16;Provincie West-Vlaanderen
26-Jul-16;Provincie West-Vlaanderen
29-Nov-16;Provincie West-Vlaanderen
31-Oct-16;Provincie West-Vlaanderen
27-Nov-16;Provincie West-Vlaanderen
04-Jul-16;Provincie West-Vlaanderen
06-May-16;Provincie West-Vlaanderen
02-Feb-16;Provincie West-Vlaanderen
07-Jun-16;Provincie West-Vlaanderen
28-May-16;Provincie West-Vlaanderen
11-Apr-16;Provincie West-Vlaanderen
26-May-16;Provincie West-Vlaanderen
15-Mar-16;Provincie West-Vlaanderen
12-May-16;Provincie West-Vlaanderen
04-May-16;Provincie West-Vlaanderen
04-May-16;Provincie West-Vlaanderen
03-Jul-16;Provincie West-Vlaanderen
26-May-16;Provincie West-Vlaanderen
27-Apr-16;Provincie West-Vlaanderen
08-Jan-16;Provincie West-Vlaanderen
09-May-16;Provincie West-Vlaanderen
15-Apr-16;Provincie West-Vlaanderen
07-Apr-16;Provincie West-Vlaanderen
17-Jun-16;Provincie West-Vlaanderen
28-Mar-16;Provincie West-Vlaanderen
26-Mar-16;Provincie West-Vlaanderen
15-Mar-16;Provincie West-Vlaanderen
11-Mar-16;Provincie West-Vlaanderen
10-Mar-16;Provincie West-Vlaanderen
06-Mar-16;Provincie West-Vlaanderen
03-Mar-16;Provincie West-Vlaanderen
28-Feb-16;Provincie West-Vlaanderen
08-Jan-16;Provincie West-Vlaanderen
21-Feb-16;Provincie West-Vlaanderen
02-Jul-16;Provincie West-Vlaanderen
12-Feb-16;Provincie West-Vlaanderen
05-Feb-16;Provincie West-Vlaanderen
09-Jun-16;Provincie West-Vlaanderen
08-Jun-16;Provincie West-Vlaanderen
03-Jun-16;Provincie West-Vlaanderen
14-Jan-16;Provincie West-Vlaanderen
25-May-16;Provincie West-Vlaanderen
06-Jan-16;Provincie West-Vlaanderen
05-Jan-16;Provincie West-Vlaanderen
28-Apr-16;Provincie West-Vlaanderen
11-Feb-16;Provincie West-Vlaanderen
26-Jun-16;Provincie West-Vlaanderen
04-Jul-16;Provincie West-Vlaanderen
03-Jul-16;Provincie West-Vlaanderen
18-Apr-16;Provincie West-Vlaanderen
17-Apr-16;Provincie West-Vlaanderen
30-Jun-16;Provincie West-Vlaanderen
06-May-16;Provincie West-Vlaanderen
08-Jan-16;Provincie West-Vlaanderen
21-Jan-16;Provincie West-Vlaanderen
15-Apr-16;Provincie West-Vlaanderen
26-Feb-16;Provincie West-Vlaanderen
25-Feb-16;Provincie West-Vlaanderen
03-May-16;Provincie West-Vlaanderen
17-Feb-16;Provincie West-Vlaanderen
26-Jun-16;Provincie West-Vlaanderen
23-Nov-16;Provincie West-Vlaanderen
06-Aug-16;Provincie West-Vlaanderen
05-Nov-16;Provincie West-Vlaanderen
31-Aug-16;Provincie West-Vlaanderen
16-Sep-16;Provincie West-Vlaanderen
19-Jul-16;Provincie West-Vlaanderen
24-Oct-16;Provincie West-Vlaanderen
09-Jul-16;Provincie West-Vlaanderen
04-Aug-16;Provincie West-Vlaanderen
12-Oct-16;Provincie West-Vlaanderen
25-Aug-16;Provincie West-Vlaanderen
04-Oct-16;Provincie West-Vlaanderen
06-Jul-16;Provincie West-Vlaanderen
29-Dec-16;Provincie West-Vlaanderen
12-Aug-16;Provincie West-Vlaanderen
14-Dec-16;Provincie West-Vlaanderen
25-Sep-16;Provincie West-Vlaanderen
11-Dec-16;Provincie West-Vlaanderen
24-Aug-16;Provincie West-Vlaanderen
21-Sep-16;Provincie West-Vlaanderen
02-Dec-16;Provincie West-Vlaanderen
15-Sep-16;Provincie West-Vlaanderen
17-Sep-16;Provincie West-Vlaanderen
26-Aug-16;Provincie West-Vlaanderen
23-Oct-16;Provincie West-Vlaanderen
21-Jul-16;Provincie West-Vlaanderen
13-Nov-16;Provincie West-Vlaanderen
02-Aug-16;Provincie West-Vlaanderen
24-Jul-16;Provincie West-Vlaanderen
13-Sep-16;Provincie West-Vlaanderen
11-Aug-16;Provincie West-Vlaanderen
10-Aug-16;Provincie West-Vlaanderen
28-Oct-16;Provincie West-Vlaanderen
23-Jul-16;Provincie West-Vlaanderen
07-Sep-16;Provincie West-Vlaanderen
24-Jul-16;Provincie West-Vlaanderen
05-Jul-16;Provincie West-Vlaanderen
28-Oct-16;Provincie West-Vlaanderen
06-Sep-16;Provincie West-Vlaanderen
06-Sep-16;Provincie West-Vlaanderen
06-Aug-16;Provincie West-Vlaanderen
11-Sep-16;Provincie West-Vlaanderen
20-Jul-16;Provincie West-Vlaanderen
12-Aug-16;Provincie West-Vlaanderen
01-Sep-16;Provincie West-Vlaanderen
17-Oct-16;Provincie West-Vlaanderen
21-Jul-16;Provincie West-Vlaanderen
16-Oct-16;Provincie West-Vlaanderen
11-Nov-16;Provincie West-Vlaanderen
12-Jul-16;Provincie West-Vlaanderen
13-Aug-16;Provincie West-Vlaanderen
03-Aug-16;Provincie West-Vlaanderen
30-Aug-16;Provincie West-Vlaanderen
06-Jul-16;Provincie West-Vlaanderen
14-Oct-16;Provincie West-Vlaanderen
27-Jul-16;Provincie West-Vlaanderen
10-Sep-16;Provincie West-Vlaanderen
27-Aug-16;Provincie West-Vlaanderen
02-Aug-16;Provincie West-Vlaanderen
17-Nov-16;Provincie West-Vlaanderen
09-Oct-16;Provincie West-Vlaanderen
07-Nov-16;Provincie West-Vlaanderen
18-Jul-16;Provincie West-Vlaanderen
11-Aug-16;Provincie West-Vlaanderen
15-Sep-16;Provincie West-Vlaanderen
25-Aug-16;Provincie West-Vlaanderen
25-Aug-16;Provincie West-Vlaanderen
18-Jul-16;Provincie West-Vlaanderen
02-Oct-16;Provincie West-Vlaanderen
18-Jul-16;Provincie West-Vlaanderen
29-Dec-16;Provincie West-Vlaanderen
16-Sep-16;Provincie West-Vlaanderen
30-Sep-16;Provincie West-Vlaanderen
15-Dec-16;Provincie West-Vlaanderen
14-Dec-16;Provincie West-Vlaanderen
19-Aug-16;Provincie West-Vlaanderen
23-Sep-16;Provincie West-Vlaanderen
07-Dec-16;Provincie West-Vlaanderen
28-Jul-16;Provincie West-Vlaanderen
03-Dec-16;Provincie West-Vlaanderen
15-Jul-16;Provincie West-Vlaanderen
02-Dec-16;Provincie West-Vlaanderen
19-Aug-16;Provincie West-Vlaanderen
20-Sep-16;Provincie West-Vlaanderen
30-Nov-16;Provincie West-Vlaanderen
19-Sep-16;Provincie West-Vlaanderen
29-Jul-16;Provincie West-Vlaanderen
28-Nov-16;Provincie West-Vlaanderen
08-May-16;Provincie West-Vlaanderen
20-Jun-16;Provincie West-Vlaanderen
18-Jun-16;Provincie West-Vlaanderen
06-Jun-16;Provincie West-Vlaanderen
27-Jun-16;Provincie West-Vlaanderen
06-Apr-16;Provincie West-Vlaanderen
18-May-16;Provincie West-Vlaanderen
01-May-16;Provincie West-Vlaanderen
15-May-16;Provincie West-Vlaanderen
13-May-16;Provincie West-Vlaanderen
04-May-16;Provincie West-Vlaanderen
01-Feb-16;Provincie West-Vlaanderen
23-Apr-16;Provincie West-Vlaanderen
14-Apr-16;Provincie West-Vlaanderen
11-Apr-16;Provincie West-Vlaanderen
10-Apr-16;Provincie West-Vlaanderen
03-Apr-16;Provincie West-Vlaanderen
06-May-16;Provincie West-Vlaanderen
31-Mar-16;Provincie West-Vlaanderen
23-Apr-16;Provincie West-Vlaanderen
21-Mar-16;Provincie West-Vlaanderen
18-Mar-16;Provincie West-Vlaanderen
13-Mar-16;Provincie West-Vlaanderen
12-Jun-16;Provincie West-Vlaanderen
11-Mar-16;Provincie West-Vlaanderen
01-Jul-16;Provincie West-Vlaanderen
01-Mar-16;Provincie West-Vlaanderen
28-Feb-16;Provincie West-Vlaanderen
25-Mar-16;Provincie West-Vlaanderen
16-Feb-16;Provincie West-Vlaanderen
12-Feb-16;Provincie West-Vlaanderen
05-Feb-16;Provincie West-Vlaanderen
05-Jul-16;Provincie West-Vlaanderen
06-Jan-16;Provincie West-Vlaanderen
01-Jul-16;Provincie West-Vlaanderen
07-Jun-16;Provincie West-Vlaanderen
03-Jun-16;Provincie West-Vlaanderen
24-Jun-16;Provincie West-Vlaanderen
23-Jun-16;Provincie West-Vlaanderen
30-May-16;Provincie West-Vlaanderen
24-Jun-16;Provincie West-Vlaanderen
24-Jun-16;Provincie West-Vlaanderen
20-Jun-16;Provincie West-Vlaanderen
26-Jan-16;Provincie West-Vlaanderen
23-May-16;Provincie West-Vlaanderen
10-Mar-16;Provincie West-Vlaanderen
19-Jan-16;Provincie West-Vlaanderen
15-Jun-16;Provincie West-Vlaanderen
22-Jun-16;Provincie West-Vlaanderen
22-Jan-16;Provincie West-Vlaanderen
06-Jun-16;Provincie West-Vlaanderen
15-Jan-16;Provincie West-Vlaanderen
21-May-16;Provincie West-Vlaanderen
01-Jun-16;Provincie West-Vlaanderen
31-May-16;Provincie West-Vlaanderen
31-May-16;Provincie West-Vlaanderen
14-Jun-16;Provincie West-Vlaanderen
13-Jan-16;Provincie West-Vlaanderen
05-Jun-16;Provincie West-Vlaanderen
13-Jan-16;Provincie West-Vlaanderen
13-Jan-16;Provincie West-Vlaanderen
13-May-16;Provincie West-Vlaanderen
26-May-16;Provincie West-Vlaanderen
25-May-16;Provincie West-Vlaanderen
17-Jun-16;Provincie West-Vlaanderen
11-Jan-16;Provincie West-Vlaanderen
07-May-16;Provincie West-Vlaanderen
07-Jan-16;Provincie West-Vlaanderen
19-May-16;Provincie West-Vlaanderen
22-Apr-16;Provincie West-Vlaanderen
17-May-16;Provincie West-Vlaanderen
17-Jun-16;Provincie West-Vlaanderen
06-Jan-16;Provincie West-Vlaanderen
06-Jan-16;Provincie West-Vlaanderen
13-May-16;Provincie West-Vlaanderen
06-Jan-16;Provincie West-Vlaanderen
12-May-16;Provincie West-Vlaanderen
12-May-16;Provincie West-Vlaanderen
05-Jan-16;Provincie West-Vlaanderen
09-May-16;Provincie West-Vlaanderen
10-May-16;Provincie West-Vlaanderen
10-May-16;Provincie West-Vlaanderen
16-Jan-16;Provincie West-Vlaanderen
29-Jun-16;Provincie West-Vlaanderen
02-Jan-16;Provincie West-Vlaanderen
02-Jan-16;Provincie West-Vlaanderen
25-May-16;Provincie West-Vlaanderen
27-May-16;Provincie West-Vlaanderen
06-May-16;Provincie West-Vlaanderen
05-May-16;Provincie West-Vlaanderen
04-May-16;Provincie West-Vlaanderen
04-May-16;Provincie West-Vlaanderen
27-Jan-16;Provincie West-Vlaanderen
02-May-16;Provincie West-Vlaanderen
25-Jun-16;Provincie West-Vlaanderen
21-May-16;Provincie West-Vlaanderen
28-Apr-16;Provincie West-Vlaanderen
23-Apr-16;Provincie West-Vlaanderen
22-Jan-16;Provincie West-Vlaanderen
21-Apr-16;Provincie West-Vlaanderen
05-Mar-16;Provincie West-Vlaanderen
19-Apr-16;Provincie West-Vlaanderen
17-Apr-16;Provincie West-Vlaanderen
27-Jan-16;Provincie West-Vlaanderen
16-Apr-16;Provincie West-Vlaanderen
20-Apr-16;Provincie West-Vlaanderen
25-Jan-16;Provincie West-Vlaanderen
20-Apr-16;Provincie West-Vlaanderen
08-Apr-16;Provincie West-Vlaanderen
27-Apr-16;Provincie West-Vlaanderen
25-Mar-16;Provincie West-Vlaanderen
06-Apr-16;Provincie West-Vlaanderen
04-Apr-16;Provincie West-Vlaanderen
03-Apr-16;Provincie West-Vlaanderen
02-Apr-16;Provincie West-Vlaanderen
30-Mar-16;Provincie West-Vlaanderen
30-Mar-16;Provincie West-Vlaanderen
16-Mar-16;Provincie West-Vlaanderen
25-Mar-16;Provincie West-Vlaanderen
23-Mar-16;Provincie West-Vlaanderen
22-Jun-16;Provincie West-Vlaanderen
23-Mar-16;Provincie West-Vlaanderen
23-Mar-16;Provincie West-Vlaanderen
22-Mar-16;Provincie West-Vlaanderen
22-Mar-16;Provincie West-Vlaanderen
22-Mar-16;Provincie West-Vlaanderen
05-Jun-16;Provincie West-Vlaanderen
18-Jun-16;Provincie West-Vlaanderen
28-Jun-16;Provincie West-Vlaanderen
16-Mar-16;Provincie West-Vlaanderen
15-Mar-16;Provincie West-Vlaanderen
17-Jun-16;Provincie West-Vlaanderen
17-May-16;Provincie West-Vlaanderen
12-Mar-16;Provincie West-Vlaanderen
11-Mar-16;Provincie West-Vlaanderen
08-Apr-16;Provincie West-Vlaanderen
11-Jun-16;Provincie West-Vlaanderen
16-May-16;Provincie West-Vlaanderen
04-Mar-16;Provincie West-Vlaanderen
26-Mar-16;Provincie West-Vlaanderen
04-Mar-16;Provincie West-Vlaanderen
11-Jan-16;Provincie West-Vlaanderen
08-Jan-16;Provincie West-Vlaanderen
11-Jun-16;Provincie West-Vlaanderen
26-May-16;Provincie West-Vlaanderen
19-Jan-16;Provincie West-Vlaanderen
25-Feb-16;Provincie West-Vlaanderen
25-Feb-16;Provincie West-Vlaanderen
23-Feb-16;Provincie West-Vlaanderen
22-Feb-16;Provincie West-Vlaanderen
19-Jun-16;Provincie West-Vlaanderen
17-Feb-16;Provincie West-Vlaanderen
04-Jul-16;Provincie West-Vlaanderen
16-Feb-16;Provincie West-Vlaanderen
15-Feb-16;Provincie West-Vlaanderen
14-Feb-16;Provincie West-Vlaanderen
13-Feb-16;Provincie West-Vlaanderen
20-May-16;Provincie West-Vlaanderen
15-Jun-16;Provincie West-Vlaanderen
28-Apr-16;Provincie West-Vlaanderen
28-Jun-16;Provincie West-Vlaanderen
06-May-16;Provincie West-Vlaanderen
03-Jul-16;Provincie West-Vlaanderen
10-Jun-16;Provincie West-Vlaanderen
25-Nov-16;Provincie West-Vlaanderen
26-Jul-16;Provincie West-Vlaanderen
17-Sep-16;Provincie West-Vlaanderen
07-Nov-16;Provincie West-Vlaanderen
23-Aug-16;Provincie West-Vlaanderen
09-Sep-16;Provincie West-Vlaanderen
14-Aug-16;Provincie West-Vlaanderen
01-Sep-16;Provincie West-Vlaanderen
06-Sep-16;Provincie West-Vlaanderen
08-Sep-16;Provincie West-Vlaanderen
19-Sep-16;Provincie West-Vlaanderen
07-Nov-16;Provincie West-Vlaanderen
05-Sep-16;Provincie West-Vlaanderen
13-Sep-16;Provincie West-Vlaanderen
15-Nov-16;Provincie West-Vlaanderen
24-Jul-16;Provincie West-Vlaanderen
02-Sep-16;Provincie West-Vlaanderen
27-Oct-16;Provincie West-Vlaanderen
14-Jul-16;Provincie West-Vlaanderen
12-Sep-16;Provincie West-Vlaanderen
06-Sep-16;Provincie West-Vlaanderen
20-Oct-16;Provincie West-Vlaanderen
15-Aug-16;Provincie West-Vlaanderen
08-Nov-16;Provincie West-Vlaanderen
14-Sep-16;Provincie West-Vlaanderen
10-Aug-16;Provincie West-Vlaanderen
10-Nov-16;Provincie West-Vlaanderen
02-Sep-16;Provincie West-Vlaanderen
05-Nov-16;Provincie West-Vlaanderen
24-Nov-16;Provincie West-Vlaanderen
04-Nov-16;Provincie West-Vlaanderen
04-Nov-16;Provincie West-Vlaanderen
08-Sep-16;Provincie West-Vlaanderen
08-Sep-16;Provincie West-Vlaanderen
16-Nov-16;Provincie West-Vlaanderen
08-Sep-16;Provincie West-Vlaanderen
06-Jul-16;Provincie West-Vlaanderen
08-Sep-16;Provincie West-Vlaanderen
08-Sep-16;Provincie West-Vlaanderen
01-Nov-16;Provincie West-Vlaanderen
31-Oct-16;Provincie West-Vlaanderen
01-Sep-16;Provincie West-Vlaanderen
07-Sep-16;Provincie West-Vlaanderen
29-Oct-16;Provincie West-Vlaanderen
29-Oct-16;Provincie West-Vlaanderen
07-Aug-16;Provincie West-Vlaanderen
15-Sep-16;Provincie West-Vlaanderen
07-Aug-16;Provincie West-Vlaanderen
28-Oct-16;Provincie West-Vlaanderen
21-Jul-16;Provincie West-Vlaanderen
03-Dec-16;Provincie West-Vlaanderen
06-Sep-16;Provincie West-Vlaanderen
22-Dec-16;Provincie West-Vlaanderen
14-Sep-16;Provincie West-Vlaanderen
13-Jul-16;Provincie West-Vlaanderen
25-Oct-16;Provincie West-Vlaanderen
06-Aug-16;Provincie West-Vlaanderen
24-Oct-16;Provincie West-Vlaanderen
06-Aug-16;Provincie West-Vlaanderen
23-Oct-16;Provincie West-Vlaanderen
05-Aug-16;Provincie West-Vlaanderen
03-Sep-16;Provincie West-Vlaanderen
21-Oct-16;Provincie West-Vlaanderen
02-Sep-16;Provincie West-Vlaanderen
21-Oct-16;Provincie West-Vlaanderen
20-Jul-16;Provincie West-Vlaanderen
21-Oct-16;Provincie West-Vlaanderen
20-Jul-16;Provincie West-Vlaanderen
12-Sep-16;Provincie West-Vlaanderen
20-Jul-16;Provincie West-Vlaanderen
19-Oct-16;Provincie West-Vlaanderen
01-Sep-16;Provincie West-Vlaanderen
16-Oct-16;Provincie West-Vlaanderen
11-Aug-16;Provincie West-Vlaanderen
30-Aug-16;Provincie West-Vlaanderen
06-Sep-16;Provincie West-Vlaanderen
03-Aug-16;Provincie West-Vlaanderen
14-Aug-16;Provincie West-Vlaanderen
20-Jul-16;Provincie West-Vlaanderen
14-Oct-16;Provincie West-Vlaanderen
30-Aug-16;Provincie West-Vlaanderen
22-Nov-16;Provincie West-Vlaanderen
19-Nov-16;Provincie West-Vlaanderen
13-Oct-16;Provincie West-Vlaanderen
29-Aug-16;Provincie West-Vlaanderen
04-Nov-16;Provincie West-Vlaanderen
12-Oct-16;Provincie West-Vlaanderen
13-Nov-16;Provincie West-Vlaanderen
11-Oct-16;Provincie West-Vlaanderen
02-Aug-16;Provincie West-Vlaanderen
18-Jul-16;Provincie West-Vlaanderen
14-Sep-16;Provincie West-Vlaanderen
26-Aug-16;Provincie West-Vlaanderen
26-Aug-16;Provincie West-Vlaanderen
08-Oct-16;Provincie West-Vlaanderen
07-Sep-16;Provincie West-Vlaanderen
18-Jul-16;Provincie West-Vlaanderen
06-Oct-16;Provincie West-Vlaanderen
03-Oct-16;Provincie West-Vlaanderen
06-Oct-16;Provincie West-Vlaanderen
18-Jul-16;Provincie West-Vlaanderen
11-Jul-16;Provincie West-Vlaanderen
05-Oct-16;Provincie West-Vlaanderen
04-Oct-16;Provincie West-Vlaanderen
25-Aug-16;Provincie West-Vlaanderen
21-Dec-16;Provincie West-Vlaanderen
23-Oct-16;Provincie West-Vlaanderen
15-Jul-16;Provincie West-Vlaanderen
31-Dec-16;Provincie West-Vlaanderen
05-Aug-16;Provincie West-Vlaanderen
29-Dec-16;Provincie West-Vlaanderen
27-Dec-16;Provincie West-Vlaanderen
30-Sep-16;Provincie West-Vlaanderen
13-Oct-16;Provincie West-Vlaanderen
23-Aug-16;Provincie West-Vlaanderen
24-Dec-16;Provincie West-Vlaanderen
30-Jul-16;Provincie West-Vlaanderen
30-Jul-16;Provincie West-Vlaanderen
21-Nov-16;Provincie West-Vlaanderen
28-Sep-16;Provincie West-Vlaanderen
13-Aug-16;Provincie West-Vlaanderen
11-Oct-16;Provincie West-Vlaanderen
18-Dec-16;Provincie West-Vlaanderen
18-Dec-16;Provincie West-Vlaanderen
21-Aug-16;Provincie West-Vlaanderen
15-Dec-16;Provincie West-Vlaanderen
15-Dec-16;Provincie West-Vlaanderen
17-Aug-16;Provincie West-Vlaanderen
20-Aug-16;Provincie West-Vlaanderen
13-Dec-16;Provincie West-Vlaanderen
13-Dec-16;Provincie West-Vlaanderen
13-Dec-16;Provincie West-Vlaanderen
12-Dec-16;Provincie West-Vlaanderen
12-Dec-16;Provincie West-Vlaanderen
25-Oct-16;Provincie West-Vlaanderen
16-Jul-16;Provincie West-Vlaanderen
24-Sep-16;Provincie West-Vlaanderen
18-Jul-16;Provincie West-Vlaanderen
07-Dec-16;Provincie West-Vlaanderen
10-Jul-16;Provincie West-Vlaanderen
22-Sep-16;Provincie West-Vlaanderen
